frame,time_s,x,y,z,yaw,vx,vy,vz,cmd_vx,cmd_vy,command_source,family,min_distance_m,goal_progress_m,lateral_deviation_m
23,114677.796,0.0929965078830719,-8.964170378211733e-11,-0.8997893929481506,3.7432957467185136e-11,0.1177215725183487,-1.764620810584816e-10,0.020571190863847733,0.1405822741985321,-2.7669001844053984e-11,trajectory,STRAIGHT,3.524362325668335,-0.09297009227472586,0.0022188550483981284
24,114677.89,0.09689987450838089,-9.559867480968265e-11,-0.8991208076477051,2.534602588841325e-10,0.11883054673671722,-1.8462041617706149e-10,0.01995120942592621,0.1404935562610626,-4.5604779660504716e-11,trajectory,STRAIGHT,3.524167060852051,-0.09687235270802574,0.0023119876265503153
25,114678.0,0.11432600021362305,-1.2498403700877958e-10,-0.8964297771453857,1.1222635984010244e-09,0.12303195148706436,-2.2479487715720836e-10,0.017487088218331337,0.14015744388103485,-5.2956594457653625e-11,trajectory,STRAIGHT,3.523770809173584,-0.11429354245398571,0.002727767172524429
26,114678.125,0.1273798942565918,-1.5036266676204946e-10,-0.8946775794029236,2.500621447417544e-09,0.1255364716053009,-2.5943955317409007e-10,0.01591647043824196,0.1399570822715759,-1.657491208278215e-10,trajectory,STRAIGHT,3.5232043266296387,-0.12734374165513174,0.0030392272280493314
27,114678.218,0.13723574578762054,-1.7171980504215867e-10,-0.8934777975082397,3.606593193918123e-09,0.12713722884655,-2.8871402490970866e-10,0.014860063791275024,0.13982902169227598,-4.5127152983936574e-11,trajectory,STRAIGHT,3.5224385261535645,-0.1371968050546002,0.0032743834217749267
28,114678.296,0.14643774926662445,-1.9357146441301154e-10,-0.892440676689148,4.672652093137063e-09,0.1284431666135788,-3.1877259165646876e-10,0.013961130753159523,0.1397245466709137,-1.304616863579178e-10,trajectory,STRAIGHT,3.5224385261535645,-0.1463962065492055,0.0034939390925484586
29,114678.359,0.15339802205562592,-2.1144172523968052e-10,-0.8917038440704346,5.40292487932108e-09,0.12932570278644562,-3.433805462194073e-10,0.0133315809071064,0.13965394377708434,1.588973883331916e-11,trajectory,STRAIGHT,3.5216169357299805,-0.15335451198799888,0.003660008074384599
30,114678.421,0.16118495166301727,-2.329190174066298e-10,-0.8909239172935486,6.013441717085175e-09,0.13021793961524963,-3.7290481813556653e-10,0.012674054130911827,0.13958256483078002,-2.8799038202909738e-11,trajectory,STRAIGHT,3.5216169357299805,-0.16113924135858326,0.003845800715046933
31,114678.515,0.17177720367908478,-2.64861327314847e-10,-0.8899310827255249,6.795373964239191e-09,0.13129007816314697,-4.1650086157751787e-10,0.011852043680846691,0.13949679374694823,3.689212087190854e-11,trajectory,STRAIGHT,3.520711898803711,-0.17172850178661037,0.004098527084824894
32,114678.562,0.176116481423378,-2.789178332740505e-10,-0.889545202255249,7.107675951186555e-09,0.13168750703334808,-4.355115434950818e-10,0.0115374606102705,0.13946499943733215,1.55095993004362e-11,trajectory,STRAIGHT,3.5197362899780273,-0.17606655441593944,0.004202060299464181
33,114678.64,0.18522994220256805,-3.1040336967436133e-10,-0.8887708783149719,7.75576446330368e-09,0.13245154917240143,-4.776324336042137e-10,0.010915267281234264,0.13940387606620788,6.579952409601753e-11,trajectory,STRAIGHT,3.5197362899780273,-0.18517744299990113,0.004419503371339651
34,114678.734,0.19279628992080688,-3.386795843773882e-10,-0.8881624937057495,8.302878636831083e-09,0.13302019238471985,-5.148666493148824e-10,0.010435552336275578,0.1393583846092224,2.9850322144505193e-11,trajectory,STRAIGHT,3.5187160968780518,-0.19274165602807614,0.004600033019860275
35,114678.765,0.1995924860239029,-3.65828312087757e-10,-0.887640655040741,8.725547322936912e-09,0.13348551094532013,-5.500648270206909e-10,0.010030984878540039,0.13932115912437437,1.0356197480784559e-10,trajectory,STRAIGHT,3.517658233642578,-0.19953593537751146,0.004762187195985358
36,114678.859,0.21164020895957947,-4.182844626221538e-10,-0.886768102645874,9.650715423909034e-09,0.13421723246574402,-6.165344346165114e-10,0.009369798004627228,0.13926262140274048,4.430867913836283e-11,trajectory,STRAIGHT,3.517658233642578,-0.21158026197397106,0.005049640431261247
37,114678.984,0.22536776959896088,-4.852980239888893e-10,-0.8858470320701599,1.0686243877655147e-08,0.1349254548549652,-6.986331513303412e-10,0.008695335127413273,0.13920596361160278,8.90564742229583e-11,trajectory,STRAIGHT,3.51658296585083,-0.22530395508292855,0.005377173829237216
38,114679.093,0.2383487969636917,-5.563425831134339e-10,-0.8850401043891907,1.1785182217371845e-08,0.135491743683815,-7.825050052367999e-10,0.008126054890453815,0.13916066050529466,1.0285299070699037e-10,trajectory,STRAIGHT,3.515503406524658,-0.23828132755883047,0.00568689527271483
39,114679.171,0.24852564930915833,-6.176321121209583e-10,-0.8844459652900696,1.2510760582489766e-08,0.13587582111358643,-8.525063432962554e-10,0.007721277419477701,0.13912993431091294,6.394730401078754e-11,trajectory,STRAIGHT,3.514427661895752,-0.248455316122147,0.0059297103625658805
40,114679.218,0.25301218032836914,-6.462920754124468e-10,-0.8841939568519592,1.2816018628048369e-08,0.13603027164936066,-8.845509325006162e-10,0.007553453557193279,0.13911757826805102,1.8832353252002568e-10,trajectory,STRAIGHT,3.5133655071258545,-0.25294058506354844,0.0060367569599696835
41,114679.296,0.2619999349117279,-7.068470808668792e-10,-0.8837059736251831,1.3579170002315274e-08,0.13631485402584076,-9.509194542900445e-10,0.007235598750412464,0.13909481167793258,1.445344788535643e-10,trajectory,STRAIGHT,3.5133655071258545,-0.26192581216596267,0.006251200709102402
42,114679.39,0.2734643816947937,-7.904238374933925e-10,-0.8831140398979187,1.4640536753640811e-08,0.13663485646247864,-1.0397815941587396e-09,0.006863014306873083,0.13906921148300158,8.402833679233782e-11,trajectory,STRAIGHT,3.512320041656494,-0.2733870365509361,0.006524737204805524
43,114679.406,0.275924414396286,-8.093170578149511e-10,-0.8829911947250366,1.4891787815943022e-08,0.13669784367084503,-1.0594638499838993e-09,0.006787553429603577,0.13906417250633227,6.947856145987746e-11,trajectory,STRAIGHT,3.511294364929199,-0.2758463780207876,0.006583432467317417
44,114679.484,0.2861860990524292,-8.919206484492292e-10,-0.8824934959411621,1.6007160612314374e-08,0.1369410753250122,-1.143909633682938e-09,0.006488751154392958,0.1390447139739989,1.6072694619571732e-10,trajectory,STRAIGHT,3.511294364929199,-0.28610518016941455,0.006828271596899959
45,114679.593,0.2948194146156311,-9.663039257645778e-10,-0.8820921182632446,1.6927635444582435e-08,0.13712336122989655,-1.2178846819921318e-09,0.006256147287786007,0.13903013110160814,1.0815187709826422e-10,trajectory,STRAIGHT,3.511294364929199,-0.29473607171964744,0.007034258575509729
46,114679.625,0.30181631445884705,-1.029988538903126e-09,-0.8817776441574097,1.772601094204445e-08,0.1372576355934143,-1.2798038184769212e-09,0.006079292390495539,0.13901938915252673,2.3596035739657365e-10,trajectory,STRAIGHT,3.510289430618286,-0.30173100774072736,0.007201201416697388
47,114679.734,0.3145918846130371,-1.154434214889477e-09,-0.8812263607978821,1.9341552498440917e-08,0.13747526705265045,-1.3974058576948778e-09,0.005781251471489668,0.13900197863578784,1.4017562638498368e-10,trajectory,STRAIGHT,3.510289430618286,-0.31450299385048197,0.007506020689520086
48,114679.828,0.3261473774909973,-1.2764641565965462e-09,-0.8807511925697327,2.1011081400368682e-08,0.13764511048793793,-1.5088421623232762e-09,0.005537070333957672,0.13898839116096495,2.216026267777952e-10,trajectory,STRAIGHT,3.5093061923980713,-0.3260552468305207,0.007781729465936294
49,114679.859,0.3298645615577698,-1.3177003932440812e-09,-0.8806027173995972,2.1534719010264736e-08,0.13769491016864777,-1.545714445327917e-09,0.005463270004838705,0.13898440718650817,1.9077409890328472e-10,trajectory,STRAIGHT,3.5083441734313965,-0.3297713890600633,0.007870419776137396
50,114679.921,0.3373028039932251,-1.403194005433761e-09,-0.8803115487098694,2.238945134643811e-08,0.1377880722284317,-1.6209963371593972e-09,0.005322071723639965,0.13897695422172546,1.4741425081925666e-10,trajectory,STRAIGHT,3.5083441734313965,-0.3372075472856366,0.00804789283263231
51,114679.953,0.3410237729549408,-1.447479247573824e-09,-0.8801687359809875,2.2849694356227096e-08,0.13783159852027893,-1.6594061680308414e-09,0.005254577379673719,0.13897347211837768,3.516118089314824e-10,trajectory,STRAIGHT,3.50740647315979,-0.340927473900031,0.008136673445687964
52,114680.046,0.3530210852622986,-1.5973476985564616e-09,-0.8797206282615662,2.4620202243255736e-08,0.13795927166938782,-1.7866548240874636e-09,0.005050209816545248,0.13896325826644898,2.496982055202087e-10,trajectory,STRAIGHT,3.50740647315979,-0.35292142667502446,0.008422923808505232
53,114680.14,0.3650287389755249,-1.7585183309520858e-09,-0.8792895078659058,2.6677195755258374e-08,0.13806988298892975,-1.9192210043428304e-09,0.004864536691457033,0.13895440936088563,2.906538289657376e-10,trajectory,STRAIGHT,3.5064921379089355,-0.36492571986924105,0.008709420901348217
54,114680.171,0.366271436214447,-1.775854796548515e-09,-0.8792458176612854,2.686974385189506e-08,0.138080433011055,-1.9332386802517476e-09,0.004846322815865278,0.1389535653591156,2.7997386623587056e-10,trajectory,STRAIGHT,3.5055994987487793,-0.36616806943001023,0.008739071085044079
55,114680.281,0.3795325458049774,-1.9687447228022847e-09,-0.8787896037101746,2.8480587580872196e-08,0.13818389177322388,-2.0862980232294603e-09,0.004662883002310991,0.1389452886581421,2.0835588246259805e-10,trajectory,STRAIGHT,3.5055994987487793,-0.3794254701389903,0.009055475043510269
56,114680.39,0.39321765303611755,-2.1833839181084613e-09,-0.8783364295959473,3.014074840505483e-08,0.13827472925186157,-2.2508990227265713e-09,0.004492968320846558,0.13893802165985109,4.1018400233807073e-10,trajectory,STRAIGHT,3.5047264099121094,-0.39310675234239056,0.009381995374545262
57,114680.484,0.4052508771419525,-2.385716069142063e-09,-0.877951443195343,3.1744563385278125e-08,0.13834315538406372,-2.401197685131251e-09,0.004358227364718914,0.13893254756927492,3.4036853413360407e-10,trajectory,STRAIGHT,3.503876209259033,-0.4051366151707825,0.009669102524384195
58,114680.578,0.4123074412345886,-2.5104813783372038e-09,-0.8777310848236084,3.268384007676834e-08,0.13837891817092896,-2.491755690670061e-09,0.004284982103854418,0.13892968654632562,5.027732327732059e-10,trajectory,STRAIGHT,3.503042697906494,-0.4121912090207758,0.009837468866848631
59,114680.671,0.42684099078178406,-2.7821407400097087e-09,-0.8772885799407959,3.431816221436494e-08,0.1384437084197998,-2.6838888889102464e-09,0.004146387334913015,0.13892450332641593,4.5117768895145007e-10,trajectory,STRAIGHT,3.502227783203125,-0.4267207027673905,0.010184232595554947
60,114680.765,0.43888792395591736,-3.022783134909446e-09,-0.8769323825836182,3.5717671493496285e-08,0.1384895294904709,-2.8488684744587545e-09,0.004043265245854855,0.1389208376407623,5.507735112656815e-10,trajectory,STRAIGHT,3.502227783203125,-0.4387642761778636,0.010471666799340515
61,114680.875,0.45093852281570435,-3.278006532880795e-09,-0.8765848278999329,3.716414771315658e-08,0.1385291963815689,-3.0190752120518027e-09,0.003949603997170925,0.13891766428947444,5.079360317279643e-10,trajectory,STRAIGHT,3.501431465148926,-0.45081151616348336,0.010759188450171524
62,114680.968,0.46382376551628113,-3.567469208931584e-09,-0.8762218356132507,3.858008837911638e-08,0.13856571912765503,-3.206783949494252e-09,0.0038589437026530504,0.13891474246978755,6.212765124069631e-10,trajectory,STRAIGHT,3.5006487369537354,-0.46369316946238825,0.011066624295991987
63,114681.109,0.4800386428833008,-3.95688726229082e-09,-0.8757764101028442,4.017682305562225e-08,0.13860437273979187,-3.451365637729964e-09,0.0037573184818029404,0.1389116501808166,6.051394958623255e-10,trajectory,STRAIGHT,3.4998831748962402,-0.47990353300266975,0.011453503637731477
64,114681.187,0.49085092544555664,-4.23263513127381e-09,-0.8754857778549194,4.135794728469214e-08,0.13862629234790802,-3.6196226016471655e-09,0.003696486121043563,0.13890989661216738,7.024134646425441e-10,trajectory,STRAIGHT,3.499129295349121,-0.49071280760752245,0.011711479594321157
65,114681.218,0.49417805671691895,-4.320138913271876e-09,-0.875397264957428,4.1726608746439944e-08,0.13863249123096466,-3.6722302976244237e-09,0.0036788072902709246,0.13890940070152286,6.968970964113227e-10,trajectory,STRAIGHT,3.4983878135681152,-0.49403901358564184,0.01179086337279984
66,114681.312,0.5058242678642273,-4.636442341166003e-09,-0.8750907182693481,4.3093245048401596e-08,0.13865232467651367,-3.859451425114457e-09,0.0036204569041728973,0.13890781402587893,6.741863365269045e-10,trajectory,STRAIGHT,3.4983878135681152,-0.5056819870018856,0.01206873645238209
67,114681.39,0.5162238478660583,-4.932304342730731e-09,-0.8748210072517395,4.5049241080603155e-08,0.13866783678531647,-4.030678901756346e-09,0.0035727526992559433,0.13890657305717471,7.030406924981726e-10,trajectory,STRAIGHT,3.4976582527160645,-0.5160786773475081,0.012316865490119367
68,114681.484,0.5224644541740417,-5.116036483343578e-09,-0.8746607303619385,4.619042943699632e-08,0.138676255941391,-4.1352570256947274e-09,0.00354595435783267,0.13890589952468874,6.583645377418731e-10,trajectory,STRAIGHT,3.4969403743743896,-0.5223175503033133,0.012465763385367439
69,114681.593,0.5395233035087585,-5.642592171284377e-09,-0.8742288947105408,4.896594407831896e-08,0.13869629800319672,-4.428140076839782e-09,0.003479121020063758,0.13890429615974428,7.561971908169685e-10,trajectory,STRAIGHT,3.4969403743743896,-0.5393716640783808,0.012872779384168599
70,114681.609,0.5424360036849976,-5.7361204675032695e-09,-0.8741558790206909,4.942618743573202e-08,0.13869933784008026,-4.4791725883897016e-09,0.0034685838036239147,0.1389040529727936,7.439085181082822e-10,trajectory,STRAIGHT,3.4962306022644043,-0.5422835560655201,0.012942275015814683
71,114681.718,0.5545035004615784,-6.135115526717527e-09,-0.8738558888435364,5.131413839621161e-08,0.1387108415365219,-4.693785360387892e-09,0.003427501767873764,0.13890313267707827,8.579567442462289e-10,trajectory,STRAIGHT,3.4962306022644043,-0.5543477056459736,0.013230199699661627
72,114681.812,0.5657398104667664,-6.523570128535994e-09,-0.8735798001289368,5.320438089229733e-08,0.13872016966342926,-4.89821738725027e-09,0.0033925764728337526,0.13890238642692568,8.072111321899072e-10,trajectory,STRAIGHT,3.4955296516418457,-0.565580900713698,0.01349829264895864
73,114681.828,0.5690690875053406,-6.6418661681666435e-09,-0.8734984993934631,5.377027485426416e-08,0.13872270286083221,-4.95964469493515e-09,0.0033828287851065397,0.13890218377113336,9.666460264124743e-10,trajectory,STRAIGHT,3.4948372840881348,-0.5689092551243178,0.013577727593701027
74,114681.921,0.5794737339019775,-7.021116132932548e-09,-0.873245894908905,5.546328847661085e-08,0.138729989528656,-5.154121573980319e-09,0.0033539719879627228,0.13890160083770747,9.27920138033811e-10,trajectory,STRAIGHT,3.4948372840881348,-0.5793110190589772,0.013825977429991069
75,114682.031,0.5890467762947083,-7.383027966767486e-09,-0.8730152249336243,5.6942638366910856e-08,0.13873593509197235,-5.3364064278582646e-09,0.0033293163869529963,0.13890112519264217,9.037477776824917e-10,trajectory,STRAIGHT,3.4941530227661133,-0.5888814106207576,0.014054385583545515
76,114682.093,0.6023657917976379,-7.907715371402446e-09,-0.8726972937583923,5.883059294960052e-08,0.13874316215515137,-5.595378826939168e-09,0.0032980265095829964,0.13890054702758792,1.0426475460870967e-09,trajectory,STRAIGHT,3.493475914001465,-0.6021967399971757,0.01437217081951287
77,114682.156,0.6090252995491028,-8.179456223444959e-09,-0.8725392818450928,5.98215335682939e-08,0.13874636590480804,-5.7272022679910606e-09,0.0032836238387972116,0.1389002907276154,1.0334457077557557e-09,trajectory,STRAIGHT,3.493475914001465,-0.6088544055514546,0.014531063428102075
78,114682.203,0.6152693629264832,-8.439991816544534e-09,-0.8723917603492737,6.073965422370643e-08,0.1387491375207901,-5.852201390155187e-09,0.0032708067446947098,0.13890006899833682,1.114549800978437e-09,trajectory,STRAIGHT,3.4928014278411865,-0.6150967421787783,0.014680043730700153
79,114682.281,0.624011218547821,-8.81425954446513e-09,-0.8721863031387329,6.207340683918011e-08,0.13875268399715424,-6.029497789938887e-09,0.003253882983699441,0.13889978528022767,1.102703677197831e-09,trajectory,STRAIGHT,3.4928014278411865,-0.6238361811557027,0.014888620126814833
80,114682.312,0.6269251704216003,-8.941507978477148e-09,-0.8721178770065308,6.249841085500799e-08,0.13875380158424377,-6.089192261526932e-09,0.0032485139090567827,0.13889969587326045,1.1693229268110006e-09,trajectory,STRAIGHT,3.4928014278411865,-0.6267493277021003,0.014958145589694579
81,114682.406,0.6335856318473816,-9.237089315661251e-09,-0.8719624280929565,6.344940122520348e-08,0.1387561857700348,-6.226754667437717e-09,0.003236697753891349,0.1388995051383972,1.1678927432784183e-09,trajectory,STRAIGHT,3.492135524749756,-0.6334079487938737,0.01511706092869328
82,114682.531,0.6535670161247253,-1.0163977215427167e-08,-0.8714985847473145,6.587500220780767e-08,0.13876233994960785,-6.648762429506405e-09,0.0032047529239207506,0.13889901280403133,1.2126896037004536e-09,trajectory,STRAIGHT,3.491474151611328,-0.6533838155252738,0.015593806905556933
83,114682.64,0.6677204966545105,-1.0857781340689598e-08,-0.8711727261543274,6.749992103636696e-08,0.1387658566236496,-6.9561343352120275e-09,0.0031849555671215057,0.1388987314701081,1.3082499074735078e-09,trajectory,STRAIGHT,3.490816593170166,-0.6675333909269412,0.015931501935254097
84,114682.734,0.6789611577987671,-1.1431297686215203e-08,-0.8709152340888977,6.915301291143092e-08,0.138768270611763,-7.205213758965101e-09,0.003170761978253722,0.13889853835105903,1.3186557388846252e-09,trajectory,STRAIGHT,3.490164041519165,-0.6787709524770449,0.01619969851577664
85,114682.75,0.6814591884613037,-1.1561497537115883e-08,-0.8708581328392029,6.954045053850049e-08,0.1387687772512436,-7.26116500260332e-09,0.003167795017361641,0.13889849781990055,1.3445443036228198e-09,trajectory,STRAIGHT,3.489514112472534,-0.6812682945338864,0.016259300281391012
86,114682.875,0.694782018661499,-1.2273035032706048e-08,-0.8705548644065857,7.154107597937232e-08,0.1387711614370346,-7.563254023068566e-09,0.003152847057208419,0.13889830708503728,1.3578389469334204e-09,trajectory,STRAIGHT,3.489514112472534,-0.6945874535342753,0.016577176347534264
87,114682.968,0.706855833530426,-1.2943156768585595e-08,-0.8702812194824219,7.347125820210768e-08,0.13877303898334503,-7.842378302314046e-09,0.003140636719763279,0.13889815688133247,1.4057584347623908e-09,trajectory,STRAIGHT,3.488868236541748,-0.706657943361293,0.016865251507192904
88,114682.984,0.710602879524231,-1.3156087774746084e-08,-0.8701964616775513,7.410996506554533e-08,0.138773575425148,-7.930039735981609e-09,0.003137070219963789,0.13889811396598822,1.4058282751918966e-09,trajectory,STRAIGHT,3.4882256984710693,-0.7104039578286319,0.016954654137988256
89,114683.109,0.722676694393158,-1.385840953105344e-08,-0.8699238300323486,7.62656096177512e-08,0.13877518475055695,-8.215838676051135e-09,0.0031262515112757683,0.13889798521995553,1.4027935502427605e-09,trajectory,STRAIGHT,3.4882256984710693,-0.7224744501236842,0.01724272926545604
90,114683.234,0.7380812168121338,-1.4790957791888104e-08,-0.8695775866508484,7.895902843613779e-08,0.13877683877944946,-8.587877076138284e-09,0.0031138071790337563,0.13889785289764411,1.5091904714654754e-09,trajectory,STRAIGHT,3.4875850677490234,-0.7378747361283473,0.01761027335713241
91,114683.343,0.7518203854560852,-1.5657890983789002e-08,-0.869269847869873,8.135887234256121e-08,0.1387779861688614,-8.926688721544451e-09,0.003103947965428233,0.13889776110649113,1.5758899899045326e-09,trajectory,STRAIGHT,3.486945629119873,-0.7516101289302526,0.017938082917220398
92,114683.468,0.7659758925437927,-1.6586525930506468e-08,-0.8689537048339844,8.409682092234205e-08,0.13877899944782257,-9.282651092235028e-09,0.0030948698986321688,0.13889768004417424,1.5766448207370529e-09,trajectory,STRAIGHT,3.4863128662109375,-0.7657617482996599,0.018275826064920387
93,114683.562,0.7763843536376953,-1.7292695275727965e-08,-0.8687213659286499,8.625011357081304e-08,0.13877974450588226,-9.548851487295451e-09,0.003088942263275385,0.13889762043952952,1.6665503818001957e-09,trajectory,STRAIGHT,3.4856784343719482,-0.7761673524224193,0.01852416659135691
94,114683.578,0.7797150611877441,-1.752290401668688e-08,-0.8686474561691284,8.695927074629284e-08,0.13877998292446136,-9.63483604010662e-09,0.0030871154740452766,0.1388976013660432,1.6631110067688572e-09,trajectory,STRAIGHT,3.4850454330444336,-0.7794971460359861,0.01860363555558325
95,114683.671,0.7909561991691589,-1.8315180483341464e-08,-0.8683980107307434,8.931687997292641e-08,0.1387806534767151,-9.927902944184552e-09,0.0030813198536634445,0.1388975477218629,1.7297376942528777e-09,trajectory,STRAIGHT,3.4850454330444336,-0.7907352005345487,0.018871843294529546
96,114683.781,0.803446352481842,-1.922355608030557e-08,-0.8681208491325378,9.186466599832821e-08,0.1387811005115509,-1.0258704108423444e-08,0.0030752632301300764,0.13889751195907604,1.7381550803062391e-09,trajectory,STRAIGHT,3.4844141006469727,-0.8032219296590029,0.019169851865298345
97,114683.89,0.8176018595695496,-2.0289363078518363e-08,-0.8678068518638611,9.507693027757571e-08,0.1387816071510315,-1.0640189174182524e-08,0.0030692326836287975,0.13889747142791758,1.826749956825979e-09,trajectory,STRAIGHT,3.4837894439697266,-0.8173735584205701,0.019507594875865335
