frame,time_s,x,y,z,yaw,vx,vy,vz,cmd_vx,cmd_vy,cmd_vz,command_source,family,min_distance_m,goal_progress_m,lateral_deviation_m
1,94778.187,0.0,0.0,-0.8529255986213684,0.0,0.0,0.0,0.137240931391716,0.0,0.0,0.0,trajectory_no_feasible,STRAIGHT,3.4920315742492676,0.0,0.0
2,94778.312,0.0,0.0,-0.8367834687232971,0.0,0.0,0.0,0.030813967809081078,0.0,0.0,0.0,trajectory_no_feasible,STRAIGHT,3.4630467891693115,0.0,0.0
3,94778.453,0.0,0.0,-0.8359339833259583,0.0,0.0,0.0,-0.00940943043678999,0.15,0.0,-0.013909223153515459,trajectory,STRAIGHT,3.435993194580078,0.0,0.0
4,94778.546,1.7118130926974118e-05,6.634378147831019e-16,-0.8375955820083618,1.6202442507154835e-10,0.0011819206411018968,7.026590274255076e-14,-0.022758858278393745,0.14990544634871183,-1.6192532766635162e-11,-0.01346706013597556,trajectory,STRAIGHT,3.4205663204193115,1.7118130926974118e-05,6.634378147831019e-16
5,94778.671,0.0005111782811582088,1.0066567127401879e-13,-0.840334415435791,5.612291828309325e-10,0.00946121197193861,2.6879091400561217e-12,-0.03027130849659443,0.14924310304224492,-5.58945361034355e-11,-0.012766427046302415,trajectory,STRAIGHT,3.4188127517700195,0.0005111782811582088,1.0066567127401879e-13
6,94778.781,0.0017672085668891668,5.893333238950194e-13,-0.8431413769721985,9.322686936294254e-10,0.01970631815493107,9.260342492822815e-12,-0.0337982103228569,0.1484234945476055,-3.6306822794570034e-11,-0.012150684707062678,trajectory,STRAIGHT,3.388278007507324,0.0017672085668891668,5.893333238950194e-13
7,94779.0,0.0075581870041787624,4.496707693701918e-12,-0.8498292565345764,2.7452067804508668e-09,0.04364218935370445,3.60336135929451e-11,-0.03978028893470764,0.14650862485170363,-2.1020095670863782e-10,-0.01133772443999572,trajectory,STRAIGHT,3.3534293174743652,0.0075581870041787624,4.496707693701918e-12
8,94779.093,0.012330020777881145,8.825512369525779e-12,-0.8537152409553528,3.8583016537182686e-09,0.05560402572154999,5.425072543974174e-11,-0.03947307541966438,0.145551677942276,-9.707834006387942e-11,-0.010751042523883805,trajectory,STRAIGHT,3.3534293174743652,0.012330020777881145,8.825512369525779e-12
9,94779.218,0.018003428354859352,1.4674835999151092e-11,-0.8573477864265442,4.969017272756917e-09,0.06622567772865295,7.117131189948722e-11,-0.03840597718954086,0.14470194578170775,-1.975761856214474e-10,-0.010654783108734116,trajectory,STRAIGHT,3.35851788520813,0.018003428354859352,1.4674835999151092e-11
10,94779.328,0.024843713268637657,2.221487403752942e-11,-0.8610481023788452,6.011605825077869e-09,0.07607857137918472,8.509180859928023e-11,-0.038156792521476746,0.1439137142896652,-7.111974343125275e-11,-0.010159530730555644,trajectory,STRAIGHT,3.3699305057525635,0.024843713268637657,2.221487403752942e-11
11,94779.437,0.03282899409532547,3.110197863143149e-11,-0.8648058772087097,6.9485010312181814e-09,0.08503321558237076,9.319873345292606e-11,-0.03745397925376892,0.14319734275341034,-1.4947717200903452e-10,-0.010027867050479044,trajectory,STRAIGHT,3.3847851753234863,0.03282899409532547,3.110197863143149e-11
12,94779.562,0.04108712077140808,3.984355900765735e-11,-0.8682709336280823,7.404002526607517e-09,0.09238924831151962,9.355014679579554e-11,-0.036683425307273865,0.14260886013507842,6.930017991645094e-12,-0.009588741335449655,trajectory,STRAIGHT,3.400447130203247,0.04108712077140808,3.984355900765735e-11
