frame,time_s,x,y,z,yaw,vx,vy,vz,cmd_vx,cmd_vy,cmd_vz,command_source,family,min_distance_m,goal_progress_m,lateral_deviation_m
1,105.796,0.0,0.0,-0.8343474864959717,0.0,0.0,0.0,0.14213646948337555,0.0,0.0,0.0,trajectory_no_feasible,STRAIGHT,3.14753794670105,0.0,0.0
2,105.953,0.0,0.0,-0.8183216452598572,0.0,0.0,0.0,0.00828516110777855,0.0,0.0,0.0,trajectory_no_feasible,STRAIGHT,3.1476519107818604,0.0,0.0
3,106.125,0.0,0.0,-0.8195766806602478,0.0,0.0,0.0,-0.02988041751086712,0.1462038853783851,-0.043429179471169865,0.004105619518247229,trajectory,SOFT_LEFT,3.1475446224212646,0.0,0.0
4,106.25,3.912779357051477e-05,-1.2798369425581768e-05,-0.8266689777374268,5.100482926267734e-06,0.001933885971084237,-0.0006055995472706854,-0.0486527755856514,0.1460491747478084,-0.04337995751602425,0.00525825861519571,trajectory,SOFT_LEFT,3.147552013397217,3.9127788109993844e-05,1.2798369425581768e-05
5,106.359,0.0006680477526970208,-0.00020320220210123807,-0.8320382237434387,1.5969894769989515e-05,0.010902604088187218,-0.0032739215530455112,-0.05111965164542198,0.14533168123417597,-0.04314851689369406,0.005779185064254545,trajectory,SOFT_LEFT,3.1476809978485107,0.0006680463762638311,0.00020320220210123807
6,106.484,0.002445569261908531,-0.0007341529708355665,-0.8374082446098328,2.0819703652410775e-05,0.02325965277850628,-0.0069294883869588375,-0.05041005462408066,0.14434312469809948,-0.042804202651641615,0.00630237196281745,trajectory,SOFT_LEFT,3.1473309993743896,0.0024455512929595358,0.0007341529708355665
7,106.625,0.00580780440941453,-0.0017341654747724533,-0.8430487513542175,2.0238883932877152e-05,0.03732834756374359,-0.011090746149420738,-0.050056733191013336,0.14321763553104314,-0.04244179358997433,0.007027739510779809,trajectory,SOFT_LEFT,3.1470718383789062,0.005807704126256752,0.0017341654747724533
8,106.781,0.013132685795426369,-0.003908495418727398,-0.8509389162063599,1.4847637359317972e-05,0.056242212653160095,-0.01668544113636017,-0.049758486449718475,0.14170452818577858,-0.041776234029307996,0.0073983880140833375,trajectory,SOFT_LEFT,3.1452691555023193,0.013132176138009655,0.003908495418727398
9,106.89,0.021300697699189186,-0.006330949254333973,-0.8573645949363708,9.566439037312061e-06,0.07005205750465393,-0.020769767463207245,-0.0476367212831974,0.14059973667368633,-0.04152476665865474,0.008144121387012038,trajectory,SOFT_LEFT,3.1435048580169678,0.02129935976870989,0.006330949254333973
10,107.0,0.029180804267525673,-0.008666515350341797,-0.8622143864631653,5.693177582596234e-06,0.07981251180171967,-0.02364727482199669,-0.04387696087360382,0.13981889520460175,-0.041303415289409576,0.00836800963604565,trajectory,SOFT_LEFT,3.1415278911590576,0.02917829577146236,0.008666515350341797
11,107.125,0.039081934839487076,-0.011599080637097359,-0.8672050833702087,2.2206361967788205e-06,0.08917191624641418,-0.02640349231660366,-0.04114636033773422,0.13907013676929356,-0.04078933746439892,0.008399096438528255,trajectory,SOFT_LEFT,3.1391727924346924,0.03907743850273704,0.011599080637097359
12,107.218,0.049120161682367325,-0.014570657163858414,-0.8716138601303101,-2.1001897242559173e-07,0.09651412814855576,-0.028562963008880615,-0.03954463452100754,0.13848275464659948,-0.040846745161841655,0.008923535865558727,trajectory,SOFT_LEFT,3.13279390335083,0.049113061631999244,0.014570657163858414
13,107.312,0.05743928998708725,-0.017031904309988022,-0.8748883008956909,-1.6674280233699876e-06,0.1014452874660492,-0.030003739520907402,-0.03779419884085655,0.13808825837878616,-0.04048522831575268,0.008947223049415691,trajectory,SOFT_LEFT,3.13279390335083,0.05742958329504688,0.017031904309988022
14,107.437,0.06869866698980331,-0.020360995084047318,-0.8788865208625793,-3.0935983365239634e-06,0.1069013774394989,-0.031598176807165146,-0.03609078750014305,0.13765176736310095,-0.040568304521036276,0.009348264644909017,trajectory,SOFT_LEFT,3.1294069290161133,0.06868478441122505,0.020360995084047318
15,107.562,0.08116978406906128,-0.02404576912522316,-0.8829667568206787,-4.164289050259387e-06,0.1117364764213562,-0.033001601696014404,-0.034819405525922775,0.13726495627049762,-0.04008746393541093,0.009450565884876364,trajectory,SOFT_LEFT,3.1258225440979004,0.08115040591980538,0.02404576912522316
16,107.656,0.09206618368625641,-0.027263272553682327,-0.8862777948379517,-4.819567090096199e-06,0.1151764988899231,-0.034001365303993225,-0.033499106764793396,0.12190205287888406,-0.091777797059997,0.009865254026709578,trajectory,LEFT,3.1212844848632812,0.09204125449693912,0.027263272553682327
17,107.765,0.09938601404428482,-0.029423682019114494,-0.8883661031723022,-5.1644567336254186e-06,0.11716050654649734,-0.034571219235658646,-0.03289632499217987,0.12174333109279972,-0.09151614261589282,0.009921446901618025,trajectory,LEFT,3.117161273956299,0.09935696315348252,0.029423682019114494
18,107.875,0.11721299588680267,-0.034871913492679596,-0.8931290507316589,-1.000225944210589e-05,0.12006666511297226,-0.0388801246881485,-0.031169351190328598,0.12151082158003504,-0.09116408347234631,0.010258545161502718,trajectory,LEFT,3.113036870956421,0.11717214168787926,0.034871913492679596
19,107.984,0.12987020611763,-0.039201099425554276,-0.8963505625724792,-1.261239101356407e-05,0.12091050297021866,-0.043687332421541214,-0.029391789808869362,0.12144330158273428,-0.09089165078790552,0.010486577589717017,trajectory,LEFT,3.1088907718658447,0.12981853462761883,0.039201099425554276
20,108.109,0.14186041057109833,-0.04376595467329025,-0.8992101550102234,-1.40235011001626e-05,0.12125803530216217,-0.04853542894124985,-0.028002185747027397,0.12141548862556953,-0.09004721378497627,0.010518388886656868,trajectory,LEFT,3.104584217071533,0.1417959524798924,0.04376595467329025
