frame,time_s,x,y,z,yaw,vx,vy,vz,cmd_vx,cmd_vy,cmd_vz,command_source,family,min_distance_m,goal_progress_m,lateral_deviation_m
1,73569.0,0.0,0.0,-0.857421875,0.0,0.0,0.0,0.054455921053886414,0.0,0.0,0.0,trajectory_no_feasible,STRAIGHT,3.1476902961730957,0.0,0.0
2,73569.062,0.0,0.0,-0.8508405685424805,0.0,0.0,0.0,0.09469244629144669,0.0,0.0,0.0,trajectory_no_feasible,STRAIGHT,3.1476902961730957,0.0,0.0
3,73569.171,0.0,0.0,-0.846195638179779,0.0,0.0,0.0,0.014062182977795601,0.1462038853783851,-0.043429179471169865,-0.015365432224871033,trajectory,SOFT_LEFT,3.1475651264190674,0.0,0.0
4,73569.265,1.056274413713254e-05,-3.6214396459399723e-06,-0.8458896279335022,3.4932485848753754e-06,0.0008546716999262571,-0.00028522341744974256,-0.005816039629280567,0.14613551172209993,-0.04340634621189166,-0.013994454026815595,trajectory,SOFT_LEFT,3.1477062702178955,8.970043190004162e-06,6.650165801543392e-06
5,73569.296,0.00010435381409479305,-3.288554944447242e-05,-0.8462938070297241,7.755896677388217e-06,0.003508317982777953,-0.001072870334610343,-0.011793364770710468,0.14592322060545704,-0.04334082946081292,-0.013496059060690107,trajectory,SOFT_LEFT,3.147573709487915,8.949466627683478e-05,6.294342453117635e-05
6,73569.343,0.00032292029936797917,-9.936985588865355e-05,-0.8468819260597229,1.2382584787491837e-05,0.0070496005937457085,-0.002130150329321623,-0.0160156711935997,0.14563991944107005,-0.04325005309516063,-0.01312886859535903,trajectory,SOFT_LEFT,3.147573709487915,0.0002776636452637149,0.00019249560773992744
7,73569.39,0.00077611900633201,-0.00023566781601402909,-0.8477435111999512,1.6612440035740596e-05,0.011965040117502213,-0.0035888159181922674,-0.019689805805683136,0.1452466869386361,-0.043128847918555493,-0.012761720683143022,trajectory,SOFT_LEFT,3.147573709487915,0.0006683034867691617,0.0004596382676308359
8,73569.437,0.0013786129420623183,-0.00041593864443711936,-0.848627507686615,1.9068614959935152e-05,0.01678641326725483,-0.005014761816710234,-0.02224954590201378,0.14486097996721378,-0.04299697818085239,-0.01251274165110338,trajectory,SOFT_LEFT,3.147369384765625,0.0011879084020165465,0.0008139009186805879
9,73569.531,0.0029039722867310047,-0.0008706937660463154,-0.85035640001297,2.0975247416266282e-05,0.025674713775515556,-0.007643716875463724,-0.025678059086203575,0.14414992110310385,-0.04274135478266934,-0.012152015980050446,trajectory,SOFT_LEFT,3.147369384765625,0.0025038995845392265,0.001709235691358387
10,73569.593,0.005842358805239201,-0.0017443818505853415,-0.8529283404350281,2.0143030791554294e-05,0.03751178830862045,-0.011143936775624752,-0.029244136065244675,0.14320296027211726,-0.042450146686011596,-0.011585553534983828,trajectory,SOFT_LEFT,3.146738290786743,0.0050396245360104786,0.003431746964552407
11,73569.64,0.007148947566747665,-0.002132446737959981,-0.8539108037948608,1.926304593769315e-05,0.04166116192936897,-0.012370944954454899,-0.030029745772480965,0.14287101148882048,-0.04231308611806809,-0.011473581590413288,trajectory,SOFT_LEFT,3.146045684814453,0.006167274337499862,0.004197271487858868
12,73569.734,0.011394514702260494,-0.003392505459487438,-0.8566615581512451,1.596163599122872e-05,0.05257353186607361,-0.015597348101437092,-0.031470414251089096,0.1419980227463705,-0.04205498389718448,-0.011064701062185628,trajectory,SOFT_LEFT,3.146045684814453,0.009831588548749437,0.006683871826582372
13,73569.812,0.015843793749809265,-0.004712139721959829,-0.8591636419296265,1.270203703228045e-05,0.06139357015490532,-0.01820477657020092,-0.03243250772356987,0.14129241826540867,-0.04171410288135535,-0.010862629395468098,trajectory,SOFT_LEFT,3.1445741653442383,0.013671845155379003,0.009288941500481773
14,73569.859,0.018516868352890015,-0.0055046952329576015,-0.8605389595031738,1.096627925961015e-05,0.06585564464330673,-0.019523996859788895,-0.0327690914273262,0.14093545093568563,-0.04178777104377362,-0.01053626184755476,trajectory,SOFT_LEFT,3.142909288406372,0.01597903388814359,0.01085378396733134
15,73569.906,0.022221099585294724,-0.006602713372558355,-0.8623059391975403,8.792282916550142e-06,0.07127603143453598,-0.021125130355358124,-0.03270721435546875,0.14050181772289258,-0.041549667562130535,-0.010452863028585033,trajectory,SOFT_LEFT,3.142909288406372,0.019176228216579716,0.013022016712364554
16,73569.953,0.024849161505699158,-0.007381584960967302,-0.8634900450706482,7.446346520183822e-06,0.0746971145272255,-0.02213660627603531,-0.03298275172710419,0.14022812940332016,-0.041390733169489886,-0.010371614745198803,trajectory,SOFT_LEFT,3.140688419342041,0.021444540356242214,0.014560186355880776
17,73570.046,0.03119366243481636,-0.009261546656489372,-0.8661624789237976,4.6952430679314305e-06,0.08182674646377563,-0.024242866784334183,-0.03325947746634483,0.13965775476744738,-0.041301446964301235,-0.010025863811138583,trajectory,SOFT_LEFT,3.140688419342041,0.026920442021307167,0.018273213414808784
18,73570.14,0.04022372514009476,-0.011936308816075325,-0.8697015047073364,1.7982747962427597e-06,0.08996773511171341,-0.026643885299563408,-0.03394114226102829,0.13900647040250186,-0.040841619504518506,-0.009794379338386965,trajectory,SOFT_LEFT,3.1378509998321533,0.03471399957007293,0.023557004042301887
19,73570.218,0.04688144475221634,-0.013907747343182564,-0.8721397519111633,1.8127520616244164e-07,0.09487497806549072,-0.02808932401239872,-0.03343077749013901,0.1386138875404979,-0.04098472757677457,-0.009440523946670398,trajectory,SOFT_LEFT,3.134943723678589,0.04045985308898281,0.02745206632116653
20,73570.281,0.05239139497280121,-0.015538792125880718,-0.8740330934524536,-8.982736398113667e-07,0.09840049594640732,-0.029123669490218163,-0.032851703464984894,0.1383318436097938,-0.040738777884435536,-0.009392182791618213,trajectory,SOFT_LEFT,3.1317691802978516,0.04521504287283307,0.03067513293437654
21,73570.343,0.05870458111166954,-0.017407061532139778,-0.8760907649993896,-1.9096867191129835e-06,0.10195467621088028,-0.0301678366959095,-0.03241700306534767,0.13804750667264015,-0.0408288419082311,-0.009133856341545057,trajectory,SOFT_LEFT,3.1317691802978516,0.050663321277824025,0.03436753349657381
22,73570.375,0.06085739657282829,-0.018044041469693184,-0.8767721056938171,-2.205252960043237e-06,0.10306482762098312,-0.030493633821606636,-0.03247920051217079,0.1379586937890324,-0.04073905405239347,-0.009094813511077833,trajectory,SOFT_LEFT,3.127624273300171,0.0525211630007405,0.035626552600936987
23,73570.453,0.06872797757387161,-0.02037237584590912,-0.8791755437850952,-3.136462265890481e-06,0.10674132406711578,-0.031573422253131866,-0.03186029568314552,0.13766457153075,-0.04041975689630636,-0.00902415399283595,trajectory,SOFT_LEFT,3.127624273300171,0.059313164809914554,0.04022904995610067
24,73570.468,0.07065679877996445,-0.020942891016602516,-0.87975013256073,-3.328374804401427e-06,0.10756253451108932,-0.03181478753685951,-0.03199901804327965,0.1375988741462227,-0.04082695517025656,-0.008758499400898692,trajectory,SOFT_LEFT,3.1238820552825928,0.06097761466933349,0.04135689177518598
25,73570.593,0.08117985725402832,-0.024055063724517822,-0.8827714323997498,-4.205870257126133e-06,0.11156237870454788,-0.03299299255013466,-0.03138420730829239,0.13727888398096058,-0.04042140782448441,-0.008656619267746687,trajectory,SOFT_LEFT,3.1238820552825928,0.07005795956137462,0.047509686200655564
26,73570.671,0.09205947071313858,-0.027272721752524376,-0.8858012557029724,-4.860765806451382e-06,0.11500183492898941,-0.034013405442237854,-0.03118147701025009,0.12191602587901346,-0.09177681877437674,-0.008363435414838744,trajectory,LEFT,3.119997262954712,0.07944507458683603,0.0538709903261511
27,73570.703,0.09587235003709793,-0.02840043231844902,-0.8868280649185181,-5.109509635960823e-06,0.11606594920158386,-0.034331392496824265,-0.03084458038210869,0.1218308959303878,-0.09163858965235291,-0.008339046684312772,trajectory,LEFT,3.116002321243286,0.08273466285616848,0.05610042377492897
28,73570.812,0.10713307559490204,-0.03179555386304855,-0.8896982669830322,-8.483451906839762e-06,0.11831125617027283,-0.036787405610084534,-0.02959606982767582,0.1216512604397036,-0.09153692942881929,-0.008117273044733985,trajectory,LEFT,3.116002321243286,0.09242963036150087,0.06274627267209708
29,73570.875,0.11569064855575562,-0.034546080976724625,-0.8918138742446899,-1.0842943501265069e-05,0.11931955814361572,-0.039717186242341995,-0.028923461213707924,0.1215705867966951,-0.09102730134349907,-0.00806530137076853,trajectory,LEFT,3.1119251251220703,0.09974479393815727,0.06795918362743188
30,73570.937,0.12214851379394531,-0.03675761818885803,-0.8933637738227844,-1.2238145318394781e-05,0.11982639133930206,-0.042220182716846466,-0.028310459107160568,0.12153003325755496,-0.09122089232831126,-0.007817897984042858,trajectory,LEFT,3.1067306995391846,0.10522332806635859,0.07202254710053865
31,73570.984,0.12790848314762115,-0.038839928805828094,-0.8947107195854187,-1.320945923127842e-05,0.12014933675527573,-0.04455132409930229,-0.02773819863796234,0.12150419188022435,-0.09082609395808493,-0.007796331533447003,trajectory,LEFT,3.1067306995391846,0.11007606975510242,0.07575140411039476
32,73571.093,0.13584914803504944,-0.04188786819577217,-0.8965192437171936,-1.417060311576481e-05,0.12044829875230789,-0.04780903458595276,-0.027092408388853073,0.12148026780187425,-0.09026061228108576,-0.007757568546786999,trajectory,LEFT,3.1067306995391846,0.11671153295980474,0.08106093968193039
33,73571.171,0.1492357850074768,-0.04749436303973198,-0.8995223045349121,-1.5058626583650705e-05,0.12070924788713455,-0.05315464735031128,-0.026821181178092957,0.12145938203496513,-0.09000672877431969,-0.0074224804403368195,trajectory,LEFT,3.0985770225524902,0.1277537063196803,0.09045812424119568
34,73571.203,0.15358224511146545,-0.049437858164310455,-0.9004855751991272,-1.5216494701767885e-05,0.12075356394052505,-0.05480571091175079,-0.0264517180621624,0.12145583406953148,-0.09024100227121709,-0.007271996492241496,trajectory,LEFT,3.0953209400177,0.13130098775373966,0.09362662266595084
35,73571.296,0.1633661538362503,-0.05402164161205292,-0.9025577306747437,-1.5445535973209332e-05,0.1208101212978363,-0.058328401297330856,-0.025090932846069336,0.12145130412397218,-0.08950080405060941,-0.007277251535748118,trajectory,LEFT,3.0953209400177,0.13922138574953635,0.10095808377938109
36,73571.359,0.17134039103984833,-0.05796043574810028,-0.9041988849639893,-1.551185641797499e-05,0.12082552909851074,-0.060992565006017685,-0.024465369060635567,0.12145006788436906,-0.08889379825324947,-0.007245238924120539,trajectory,LEFT,3.092547655105591,0.1456140112958053,0.10712680885338287
37,73571.421,0.17859028279781342,-0.06168827787041664,-0.905647337436676,-1.5500127163208227e-05,0.12083180993795395,-0.06323714554309845,-0.023762952536344528,0.12144956269114093,-0.08938807665480394,-0.007023640632136802,trajectory,LEFT,3.092547655105591,0.15138039846706164,0.11287512977259526
38,73571.468,0.1836654245853424,-0.06437543779611588,-0.9066357016563416,-1.5503710158721055e-05,0.12083622813224792,-0.064706951379776,-0.023243723437190056,0.12144920739447623,-0.08900178376008318,-0.007015760749085883,trajectory,LEFT,3.0902233123779297,0.15539292043098385,0.11697304354463085
39,73571.515,0.18946567177772522,-0.06751991808414459,-0.9077409505844116,-1.549997517976596e-05,0.12083837389945984,-0.06629324704408646,-0.022787688300013542,0.1214490337854296,-0.08856044139152797,-0.006996981113656502,trajectory,LEFT,3.0902233123779297,0.15995584842285382,0.12172639116612918
40,73571.625,0.1945410966873169,-0.07033199071884155,-0.9086917042732239,-1.5481806428567143e-05,0.12084057182073593,-0.06759903579950333,-0.022439155727624893,0.1214488564308046,-0.0891306994595221,-0.006821778525229599,trajectory,LEFT,3.0883164405822754,0.1639296623894353,0.12594343782089312
41,73571.687,0.20940573513507843,-0.07886236160993576,-0.9114313721656799,-1.5445904375907315e-05,0.12085776776075363,-0.07100404798984528,-0.022175798192620277,0.1214474767422741,-0.08800528748130432,-0.006705863733407164,trajectory,LEFT,3.086604118347168,0.17547560188587852,0.1385747931133645
42,73571.765,0.2166575938463211,-0.08316710591316223,-0.9127426147460938,-1.5414205780774008e-05,0.12086616456508636,-0.07246129214763641,-0.0213199183344841,0.12144680338100029,-0.08859245579119464,-0.006546709527654096,trajectory,LEFT,3.086604118347168,0.181063316139209,0.14487352209848053
43,73571.812,0.22209693491458893,-0.08645084500312805,-0.9136889576911926,-1.5402806313485204e-05,0.120877705514431,-0.07346829026937485,-0.020697159692645073,0.12144587893028498,-0.0881835314082088,-0.006549213071746274,trajectory,LEFT,3.084826946258545,0.18523705537973711,0.14965029393278653
44,73571.859,0.22826217114925385,-0.09022532403469086,-0.9147312641143799,-1.5394287306652392e-05,0.12089096009731293,-0.0745336040854454,-0.020171260461211205,0.12144481730174367,-0.08772086863733267,-0.0065391696891016204,trajectory,LEFT,3.084826946258545,0.18995109404809796,0.1551145890702365
45,73571.921,0.23515360057353973,-0.09450554847717285,-0.9158686399459839,-1.537833919051453e-05,0.1209089607000351,-0.07562985271215439,-0.019705800339579582,0.1214433759999387,-0.08834142053526403,-0.006374625096882666,trajectory,LEFT,3.0833821296691895,0.1952008664432725,0.1612807986157178
46,73571.968,0.2405949831008911,-0.09792707860469818,-0.916748046875,-1.537308830846911e-05,0.12092549353837967,-0.0764259621500969,-0.019322264939546585,0.12144205242554752,-0.08793558760607795,-0.0063613375824345,trajectory,LEFT,3.0833821296691895,0.19933257002217175,0.16618950941730276
